,id,prediction,pred_score,conversation_id,root,speaker,text,turnNumber,politeness_label,politeness_label_name,annotation_status
429883,acs-7aec5806-342e-4123-a772-37e1935873af,1,0.9857214860115352,acs-db389a7a-7d97-4070-8f08-26b19be33f73-1,acs-db389a7a-7d97-4070-8f08-26b19be33f73-1,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",7,2,somewhat_polite,annotated
429884,acs-d60514a9-f3f3-4c15-b911-f82cc787d1c2,1,0.9857214860115352,acs-2b13d8be-c959-43fe-9ffe-936f2c917ebb-1,acs-2b13d8be-c959-43fe-9ffe-936f2c917ebb-1,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",7,2,somewhat_polite,annotated
429885,acs-c2cfd40d-7e4f-4a96-b8ee-37b57b6a7ec6,1,0.9857214860115352,acs-acc3be3b-3cbe-433f-8abf-81dedf786f86-1,acs-acc3be3b-3cbe-433f-8abf-81dedf786f86-1,agent,"Great! Which data plan would you like to purchase? We have 1 GB for $50, 5 GB for $75 and 10 GB for $125 for one month.",6,2,somewhat_polite,annotated
429886,acs-c2cfd40d-7e4f-4a96-b8ee-37b57b6a7ec6,1,0.9857214860115352,acs-acc3be3b-3cbe-433f-8abf-81dedf786f86-2,acs-acc3be3b-3cbe-433f-8abf-81dedf786f86-2,agent,"Great! Which data plan would you like to purchase? We have 1 GB for $50, 5 GB for $75 and 10 GB for $125 for one month.",6,2,somewhat_polite,annotated
429887,acs-8b031cfa-77f3-485b-af9f-a66d9dd765ee,1,0.9857214860115352,acs-878e6325-4de9-4df5-a68d-c50b7866723c-1,acs-878e6325-4de9-4df5-a68d-c50b7866723c-1,,"Awesome! The monthly charges for the 1 GB internet data plan is $100 including all the taxes. Since you are our new customer, we would like to offer you a discount of 10% on your bills for the first 3 months. Would you like to confirm your subscription request for the 1 GB internet data plan?",9,3,polite,annotated
429888,acs-653f3239-035d-4931-9744-8df444cb0c9a,1,0.9857214860115352,acs-2c30292b-6342-4e1a-9a93-7928deeded4b-1,acs-2c30292b-6342-4e1a-9a93-7928deeded4b-1,agent,"Great! Which data plan would you like to purchase? We have 1 GB for $50, 5 GB for $75 and 10 GB for $125 for one month.",8,2,somewhat_polite,annotated
429889,acs-653f3239-035d-4931-9744-8df444cb0c9a,1,0.9857214860115352,acs-2c30292b-6342-4e1a-9a93-7928deeded4b-2,acs-2c30292b-6342-4e1a-9a93-7928deeded4b-2,agent,"Great! Which data plan would you like to purchase? We have 1 GB for $50, 5 GB for $75 and 10 GB for $125 for one month.",8,2,somewhat_polite,annotated
429890,acs-372988b8-0ffc-4db7-b7c1-43c214b440ce,1,0.9857214860115352,acs-d50ebcfb-77e9-49c8-bcea-0ce7d39e09fe-1,acs-d50ebcfb-77e9-49c8-bcea-0ce7d39e09fe-1,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",7,2,somewhat_polite,annotated
429891,acs-372988b8-0ffc-4db7-b7c1-43c214b440ce,1,0.9857214860115352,acs-d50ebcfb-77e9-49c8-bcea-0ce7d39e09fe-2,acs-d50ebcfb-77e9-49c8-bcea-0ce7d39e09fe-2,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",7,2,somewhat_polite,annotated
429892,acs-500bb59d-939f-4b8d-abd4-91ae1dd4b0d2,1,0.9857214860115352,acs-dc929da1-6d4c-4cc5-988a-6e24a13f2382-1,acs-dc929da1-6d4c-4cc5-988a-6e24a13f2382-1,agent,"Great! We offer three data plans 1 GB, 5 GB and 10 GB. Which one would you like?",7,2,somewhat_polite,annotated
429893,acs-e4f580fd-8202-4fe6-9247-9c31d0a1543c,1,0.9857214860115352,acs-9f9a6e65-71b6-40ab-90a8-a46585b8eab8-1,acs-9f9a6e65-71b6-40ab-90a8-a46585b8eab8-1,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",7,2,somewhat_polite,annotated
429894,acs-5bff3cf7-c772-42cb-ae6b-99f9885a803b,1,0.9857214860115352,acs-6e31de73-f353-4be8-b4e6-8e850819ae2b-1,acs-6e31de73-f353-4be8-b4e6-8e850819ae2b-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available",7,2,somewhat_polite,annotated
429895,acs-5bff3cf7-c772-42cb-ae6b-99f9885a803b,1,0.9857214860115352,acs-6e31de73-f353-4be8-b4e6-8e850819ae2b-2,acs-6e31de73-f353-4be8-b4e6-8e850819ae2b-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available",7,2,somewhat_polite,annotated
429896,acs-9fb9d36c-ad61-4421-bf75-b9a22399f02f,1,0.9857214860115352,acs-c0ee3598-b3ea-460e-96ee-a28e7d68ae39-1,acs-c0ee3598-b3ea-460e-96ee-a28e7d68ae39-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",10,2,somewhat_polite,annotated
429897,acs-9fb9d36c-ad61-4421-bf75-b9a22399f02f,1,0.9857214860115352,acs-c0ee3598-b3ea-460e-96ee-a28e7d68ae39-2,acs-c0ee3598-b3ea-460e-96ee-a28e7d68ae39-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",10,2,somewhat_polite,annotated
429898,acs-765f9cf5-51a0-4858-a15a-418f1f4a87e2,1,0.9857214860115352,acs-f4163043-9826-47a0-9ded-4697755bc1ce-1,acs-f4163043-9826-47a0-9ded-4697755bc1ce-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429899,acs-765f9cf5-51a0-4858-a15a-418f1f4a87e2,1,0.9857214860115352,acs-f4163043-9826-47a0-9ded-4697755bc1ce-2,acs-f4163043-9826-47a0-9ded-4697755bc1ce-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429900,acs-c427de2b-5861-4010-9890-55d2e1f06514,1,0.9857214860115352,acs-ba07d04b-b3e4-4287-9534-20395bf5edb3-1,acs-ba07d04b-b3e4-4287-9534-20395bf5edb3-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",9,2,somewhat_polite,annotated
429901,acs-c427de2b-5861-4010-9890-55d2e1f06514,1,0.9857214860115352,acs-ba07d04b-b3e4-4287-9534-20395bf5edb3-2,acs-ba07d04b-b3e4-4287-9534-20395bf5edb3-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",9,2,somewhat_polite,annotated
429902,acs-1344aee2-d972-4f54-809d-579f0dfbebc2,1,0.9857214860115352,acs-15fae619-0ea3-499c-97d7-9864c2229608-1,acs-15fae619-0ea3-499c-97d7-9864c2229608-1,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",7,2,somewhat_polite,annotated
429903,acs-6e5928d6-cb6a-450c-aa3a-1e7e142a0fc1,1,0.9857214860115352,acs-38c7cfd7-84c3-4f15-bb4a-8799446345fd-1,acs-38c7cfd7-84c3-4f15-bb4a-8799446345fd-1,agent,"Awesome! We have 1 GB, 5 GB and 10 GB cable data plans for you. Which data plan would you like to choose?",8,2,somewhat_polite,annotated
429904,acs-32545b3b-13b6-4da8-bae4-251ba6f5e084,1,0.9857214860115352,acs-e67fc15f-6d38-454a-abe2-ec92fbea2d16-1,acs-e67fc15f-6d38-454a-abe2-ec92fbea2d16-1,agent,"Awesome! The monthly cost of 1 GB cable data plan is $100 including all the taxes. Since you are our new customer, we would like to offer you a discount of 10% on your bill for the first 2 months of your subscription. Would you like to confirm your subscription for the 1 GB cable data plan?",7,3,polite,annotated
429905,acs-15b78a60-9bd2-4312-a794-9989d4d389a2,1,0.9857214860115352,acs-84250958-3472-4bca-ad64-5f68c1793164-1,acs-84250958-3472-4bca-ad64-5f68c1793164-1,agent,"Great! A phone plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
429906,acs-15b78a60-9bd2-4312-a794-9989d4d389a2,1,0.9857214860115352,acs-84250958-3472-4bca-ad64-5f68c1793164-2,acs-84250958-3472-4bca-ad64-5f68c1793164-2,agent,"Great! A phone plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
429907,acs-195b1cf7-de8e-405b-8b2b-217ba53a77b7,1,0.9857214860115352,acs-e03483fd-6548-4fef-a84f-03e3500f1e52-1,acs-e03483fd-6548-4fef-a84f-03e3500f1e52-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429908,acs-195b1cf7-de8e-405b-8b2b-217ba53a77b7,1,0.9857214860115352,acs-e03483fd-6548-4fef-a84f-03e3500f1e52-2,acs-e03483fd-6548-4fef-a84f-03e3500f1e52-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429909,acs-616fbd18-c412-491a-ab39-afe8afc5a5d7,1,0.9857214860115352,acs-da4444c7-0fa2-4323-be14-597889ee7ce3-1,acs-da4444c7-0fa2-4323-be14-597889ee7ce3-1,agent,Nice! Would you like to know anything about our data plans like their rates or validity etc?,9,2,somewhat_polite,annotated
429910,acs-616fbd18-c412-491a-ab39-afe8afc5a5d7,1,0.9857214860115352,acs-da4444c7-0fa2-4323-be14-597889ee7ce3-2,acs-da4444c7-0fa2-4323-be14-597889ee7ce3-2,agent,Nice! Would you like to know anything about our data plans like their rates or validity etc?,9,2,somewhat_polite,annotated
429911,acs-829415db-a0cf-4fa5-92ef-fd5106ec4334,1,0.9857214860115352,acs-7d329d0b-f20f-4137-b50e-909f5f8b67e2-1,acs-7d329d0b-f20f-4137-b50e-909f5f8b67e2-1,agent,"Great! Which data plan would you  like to purchase? We have 1 GB, 5 GB, 10 GB available as of now.",6,2,somewhat_polite,annotated
429912,acs-829415db-a0cf-4fa5-92ef-fd5106ec4334,1,0.9857214860115352,acs-7d329d0b-f20f-4137-b50e-909f5f8b67e2-2,acs-7d329d0b-f20f-4137-b50e-909f5f8b67e2-2,agent,"Great! Which data plan would you  like to purchase? We have 1 GB, 5 GB, 10 GB available as of now.",6,2,somewhat_polite,annotated
429913,acs-3e4e6d2a-2513-4ee5-b4b5-ce7d5c848b49,1,0.9857214860115352,acs-4e9c65bf-bb7c-41ac-82a6-33a8bff82ece-1,acs-4e9c65bf-bb7c-41ac-82a6-33a8bff82ece-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available",7,2,somewhat_polite,annotated
429914,acs-3e4e6d2a-2513-4ee5-b4b5-ce7d5c848b49,1,0.9857214860115352,acs-4e9c65bf-bb7c-41ac-82a6-33a8bff82ece-2,acs-4e9c65bf-bb7c-41ac-82a6-33a8bff82ece-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available",7,2,somewhat_polite,annotated
429915,acs-a714aa4b-98d6-4a8b-882f-3bf144cdb317,1,0.9857214860115352,acs-424834e6-7a5e-4e3d-9896-693e5e67e797-1,acs-424834e6-7a5e-4e3d-9896-693e5e67e797-1,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",8,2,somewhat_polite,annotated
429916,acs-a714aa4b-98d6-4a8b-882f-3bf144cdb317,1,0.9857214860115352,acs-424834e6-7a5e-4e3d-9896-693e5e67e797-2,acs-424834e6-7a5e-4e3d-9896-693e5e67e797-2,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",8,2,somewhat_polite,annotated
429917,acs-59fe49b3-7294-43fd-a5aa-ab3f2bf347d4,1,0.9857214860115352,acs-5037ef56-6d92-451d-8fff-8e82067850fb-1,acs-5037ef56-6d92-451d-8fff-8e82067850fb-1,agent,"Awesome! We have various data plans like 1 GB, 5 GB and 10 GB plans for our cable services. Which one of these would you prefer?",5,2,somewhat_polite,annotated
429918,acs-59fe49b3-7294-43fd-a5aa-ab3f2bf347d4,1,0.9857214860115352,acs-5037ef56-6d92-451d-8fff-8e82067850fb-2,acs-5037ef56-6d92-451d-8fff-8e82067850fb-2,agent,"Awesome! We have various data plans like 1 GB, 5 GB and 10 GB plans for our cable services. Which one of these would you prefer?",5,2,somewhat_polite,annotated
429919,acs-71ad7223-abce-4c84-9c0c-ba66fedc80ea,1,0.9857214860115352,acs-63901b31-9b80-42be-80c7-4cb03f50a314-1,acs-63901b31-9b80-42be-80c7-4cb03f50a314-1,agent,"Great! Which data plan would you  like to purchase? We have 1 GB, 5 GB, 10 GB available as of now.",6,2,somewhat_polite,annotated
429920,acs-71ad7223-abce-4c84-9c0c-ba66fedc80ea,1,0.9857214860115352,acs-63901b31-9b80-42be-80c7-4cb03f50a314-2,acs-63901b31-9b80-42be-80c7-4cb03f50a314-2,agent,"Great! Which data plan would you  like to purchase? We have 1 GB, 5 GB, 10 GB available as of now.",6,2,somewhat_polite,annotated
429921,acs-70ab8103-15ec-469f-ae5e-520a331bd5ae,1,0.9857214860115352,acs-f179293b-070f-4ad3-810f-8b455123147e-1,acs-f179293b-070f-4ad3-810f-8b455123147e-1,agent,"Great! Which data plan would you  like to purchase? We have 1 GB, 5 GB, 10 GB available as of now.",5,2,somewhat_polite,annotated
429922,acs-70ab8103-15ec-469f-ae5e-520a331bd5ae,1,0.9857214860115352,acs-f179293b-070f-4ad3-810f-8b455123147e-2,acs-f179293b-070f-4ad3-810f-8b455123147e-2,agent,"Great! Which data plan would you  like to purchase? We have 1 GB, 5 GB, 10 GB available as of now.",5,2,somewhat_polite,annotated
429923,acs-61bd0d73-e386-42b8-94f3-202971e1290f,1,0.9857214860115352,acs-3c2dd9df-7a97-4d0f-9306-25b48ed877c6-1,acs-3c2dd9df-7a97-4d0f-9306-25b48ed877c6-1,agent,Great! The plan is the best we offer. Would you have any questions to ask about this plan?,9,2,somewhat_polite,annotated
429924,acs-56800ac7-6a9f-49e0-b107-acd0cc5492a9,1,0.9857214860115352,acs-46f11717-6881-40a1-8250-24e7bdf7380d-1,acs-46f11717-6881-40a1-8250-24e7bdf7380d-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available.",9,2,somewhat_polite,annotated
429925,acs-56800ac7-6a9f-49e0-b107-acd0cc5492a9,1,0.9857214860115352,acs-46f11717-6881-40a1-8250-24e7bdf7380d-2,acs-46f11717-6881-40a1-8250-24e7bdf7380d-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available.",9,2,somewhat_polite,annotated
429926,acs-a3c183b7-dd8d-4bf6-8d46-fb4f838c2395,1,0.9857214860115352,acs-73a4a0ff-bc55-4d37-823a-31fbade4aaca-1,acs-73a4a0ff-bc55-4d37-823a-31fbade4aaca-1,agent,"Great! That's the best plan we offer, the price is just $200 per month. Would you have any questions about this plan?",12,2,somewhat_polite,annotated
429927,acs-a3c183b7-dd8d-4bf6-8d46-fb4f838c2395,1,0.9857214860115352,acs-73a4a0ff-bc55-4d37-823a-31fbade4aaca-2,acs-73a4a0ff-bc55-4d37-823a-31fbade4aaca-2,agent,"Great! That's the best plan we offer, the price is just $200 per month. Would you have any questions about this plan?",12,2,somewhat_polite,annotated
429928,acs-e3d94aec-c1e9-4c90-81e6-3d3e390707bb,1,0.9857214860115352,acs-eb08d26c-f487-4aa5-ba5d-e5a8e7b88839-1,acs-eb08d26c-f487-4aa5-ba5d-e5a8e7b88839-1,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",8,2,somewhat_polite,annotated
429929,acs-15df13ef-e070-4ce2-8daf-069bade35cc4,1,0.9857214860115352,acs-1c9f2605-4c7f-42e9-b886-9bf4272067bc-1,acs-1c9f2605-4c7f-42e9-b886-9bf4272067bc-1,agent,Good news! We are providing you with $5 discount for a month. Would you like to continue with the same?,14,2,somewhat_polite,annotated
429930,acs-759aa5af-db0b-4ab6-be23-714bd2ce5c34,1,0.9857214860115352,acs-ba1d8287-3764-4327-8235-1a09e7570962-1,acs-ba1d8287-3764-4327-8235-1a09e7570962-1,agent,"Awesome! The monthly cost of 10 GB cable data plan is $250 including all the taxes. Since you are our new customer, we would like to offer you a discount of 10% on your bills for the first 2 months. Would you like to confirm your subscription for the 10 GB cable data plan?",10,3,polite,annotated
429931,acs-a27e3ca2-6c28-40ec-ab54-4bd43aae0d5f,1,0.9857214860115352,acs-ee4d1167-3bfb-41db-a6d0-750642f8dcfa-1,acs-ee4d1167-3bfb-41db-a6d0-750642f8dcfa-1,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",10,2,somewhat_polite,annotated
429932,acs-c7e1ffe3-5fbb-4591-8045-340bfcc85902,1,0.9857214860115352,acs-31bf3d0a-068a-4bda-9d49-bc038f7f8a73-1,acs-31bf3d0a-068a-4bda-9d49-bc038f7f8a73-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429933,acs-c7e1ffe3-5fbb-4591-8045-340bfcc85902,1,0.9857214860115352,acs-31bf3d0a-068a-4bda-9d49-bc038f7f8a73-2,acs-31bf3d0a-068a-4bda-9d49-bc038f7f8a73-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429934,acs-4ce34eb9-a09a-4561-a464-8121fb68a7f6,1,0.9857214860115352,acs-3ab9d0c7-760b-463d-8936-aa0dfdcaae8c-1,acs-3ab9d0c7-760b-463d-8936-aa0dfdcaae8c-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429935,acs-4ce34eb9-a09a-4561-a464-8121fb68a7f6,1,0.9857214860115352,acs-3ab9d0c7-760b-463d-8936-aa0dfdcaae8c-2,acs-3ab9d0c7-760b-463d-8936-aa0dfdcaae8c-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429936,acs-4b16db01-b74c-4fe1-b788-92afde7c048f,1,0.9857214860115352,acs-c8e803ea-2c55-4da7-a6c1-7a950fb67744-1,acs-c8e803ea-2c55-4da7-a6c1-7a950fb67744-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",8,2,somewhat_polite,annotated
429937,acs-4b16db01-b74c-4fe1-b788-92afde7c048f,1,0.9857214860115352,acs-c8e803ea-2c55-4da7-a6c1-7a950fb67744-2,acs-c8e803ea-2c55-4da7-a6c1-7a950fb67744-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",8,2,somewhat_polite,annotated
429938,acs-9b47c043-ef6e-4f7b-a4e7-43f1450dd332,1,0.9857214860115352,acs-1c6da37e-3771-47c9-ade3-bedc9ca1f0b0-1,acs-1c6da37e-3771-47c9-ade3-bedc9ca1f0b0-1,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",8,2,somewhat_polite,annotated
429939,acs-31f80942-0d0c-410a-b16c-050189ed43e7,1,0.9857214860115352,acs-4d52c0f8-27fe-4d46-b794-fdd7ca7fe6c1-1,acs-4d52c0f8-27fe-4d46-b794-fdd7ca7fe6c1-1,agent,"Great! The monthly charges of the 5 GB cable data plan is $150 including all the taxes. Since you are our new customer, we would like to offer you a discount of 10% on your bills for the first 2 months. Would you like to confirm your subscription for the 5 GB cable data plan?",8,3,polite,annotated
429940,acs-ab7c34a0-52da-445c-a66c-56de107a568b,1,0.9857214860115352,acs-c79be2e3-467b-47b0-b299-17987721cfe1-1,acs-c79be2e3-467b-47b0-b299-17987721cfe1-1,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",7,2,somewhat_polite,annotated
429941,acs-ab7c34a0-52da-445c-a66c-56de107a568b,1,0.9857214860115352,acs-c79be2e3-467b-47b0-b299-17987721cfe1-2,acs-c79be2e3-467b-47b0-b299-17987721cfe1-2,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",7,2,somewhat_polite,annotated
429942,acs-d1f4756d-461e-431b-9350-3f90fee40f21,1,0.9857214860115352,acs-932178ba-c895-4897-a3a8-34c5f1e8dd53-1,acs-932178ba-c895-4897-a3a8-34c5f1e8dd53-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429943,acs-d1f4756d-461e-431b-9350-3f90fee40f21,1,0.9857214860115352,acs-932178ba-c895-4897-a3a8-34c5f1e8dd53-2,acs-932178ba-c895-4897-a3a8-34c5f1e8dd53-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429944,acs-f8c0f35a-4abc-4237-979f-042e39acde0c,1,0.9857214860115352,acs-eedb1386-68b5-4005-a74d-f98ad5b70c21-1,acs-eedb1386-68b5-4005-a74d-f98ad5b70c21-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429945,acs-f8c0f35a-4abc-4237-979f-042e39acde0c,1,0.9857214860115352,acs-eedb1386-68b5-4005-a74d-f98ad5b70c21-2,acs-eedb1386-68b5-4005-a74d-f98ad5b70c21-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429946,acs-68483b2d-d48e-4764-af4e-c3b169e7183f,1,0.9857214860115352,acs-90075a23-bf7e-4777-a527-5250ad1376a2-1,acs-90075a23-bf7e-4777-a527-5250ad1376a2-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429947,acs-68483b2d-d48e-4764-af4e-c3b169e7183f,1,0.9857214860115352,acs-90075a23-bf7e-4777-a527-5250ad1376a2-2,acs-90075a23-bf7e-4777-a527-5250ad1376a2-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429948,acs-d47f87e3-069c-4d4e-a2d5-1e7d41e5caf8,1,0.9857214860115352,acs-c7cbed6d-4165-438c-8e1c-1a34e42567d2-1,acs-c7cbed6d-4165-438c-8e1c-1a34e42567d2-1,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429949,acs-d47f87e3-069c-4d4e-a2d5-1e7d41e5caf8,1,0.9857214860115352,acs-c7cbed6d-4165-438c-8e1c-1a34e42567d2-2,acs-c7cbed6d-4165-438c-8e1c-1a34e42567d2-2,agent,"Great! Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
429950,acs-06a8e278-ca70-4d9f-baa6-d0b31047be7f,1,0.9857214860115352,acs-32cddb34-9aba-4318-ae43-ef94dca991e1-1,acs-32cddb34-9aba-4318-ae43-ef94dca991e1-1,agent,"Great! Which data plan would you like to purchase? We have 1 GB for $50, 5 GB for $75 and 10 GB for $125 for one month.",5,2,somewhat_polite,annotated
429951,acs-06a8e278-ca70-4d9f-baa6-d0b31047be7f,1,0.9857214860115352,acs-32cddb34-9aba-4318-ae43-ef94dca991e1-2,acs-32cddb34-9aba-4318-ae43-ef94dca991e1-2,agent,"Great! Which data plan would you like to purchase? We have 1 GB for $50, 5 GB for $75 and 10 GB for $125 for one month.",5,2,somewhat_polite,annotated
429952,acs-94b65100-5f0c-4fe8-9be9-f84168ac2bac,1,0.9857214860115352,acs-40014ba5-a181-41c4-b0c4-601c417e959f-1,acs-40014ba5-a181-41c4-b0c4-601c417e959f-1,agent,"Great! Which data plan would you like to purchase? We have 1 GB for $50, 5 GB for $75 and 10 GB for $125 for one month.",6,2,somewhat_polite,annotated
429953,acs-94b65100-5f0c-4fe8-9be9-f84168ac2bac,1,0.9857214860115352,acs-40014ba5-a181-41c4-b0c4-601c417e959f-2,acs-40014ba5-a181-41c4-b0c4-601c417e959f-2,agent,"Great! Which data plan would you like to purchase? We have 1 GB for $50, 5 GB for $75 and 10 GB for $125 for one month.",6,2,somewhat_polite,annotated
429954,acs-3d7a48eb-d1ff-4b65-86b7-9c0d5dca1589,1,0.9857214860115352,acs-382c6e7d-f0bc-49a8-8b48-a9f43a196773-1,acs-382c6e7d-f0bc-49a8-8b48-a9f43a196773-1,agent,"Great! Which Data plan would you like to purchase? We have 1GB, 5GB and 10GB data packages available with us.",9,2,somewhat_polite,annotated
429955,acs-04aac0b7-cb66-431f-875c-91e455e2fa56,1,0.9857214860115352,acs-ec5f412d-1a48-4782-b02c-068f350388ed-1,acs-ec5f412d-1a48-4782-b02c-068f350388ed-1,agent,"Great! Which data plan would you like to purchase? We have 1 GB for $50, 5 GB for $75 and 10 GB for $125 for one month.",9,2,somewhat_polite,annotated
429956,acs-04aac0b7-cb66-431f-875c-91e455e2fa56,1,0.9857214860115352,acs-ec5f412d-1a48-4782-b02c-068f350388ed-2,acs-ec5f412d-1a48-4782-b02c-068f350388ed-2,agent,"Great! Which data plan would you like to purchase? We have 1 GB for $50, 5 GB for $75 and 10 GB for $125 for one month.",9,2,somewhat_polite,annotated
429957,acs-f66ee32e-7f80-4bbd-89d5-a6e82ece8e4f,1,0.9857214860115352,acs-980faf66-6a0e-426c-b8e6-8c542852be7e-1,acs-980faf66-6a0e-426c-b8e6-8c542852be7e-1,agent,"Great! We have 1 GB, 5 GB and 10 GB data plans for you. Which data plan would you like to purchase?",7,2,somewhat_polite,annotated
429958,acs-ed1a506e-ef20-41e1-b948-3950998d3152,1,0.9857214860115352,acs-4b3e35ee-5c6c-47b5-a569-9aec511c5e39-1,acs-4b3e35ee-5c6c-47b5-a569-9aec511c5e39-1,agent,"Great! Which data plan would you like to purchase? We have 1 GB for $50, 5 GB for $75 and 10 GB for $125 for one month.",6,2,somewhat_polite,annotated
