ID,wav,input_recognition,input_transcription,start,end,turn_restart,system_action,system_action_full,uncovered_entity,entity_extracted,correct_label,interruption,interruption_total,dtmf,dtmf_total,repeat,repeat_total,start_over,start_over_total,normalized_input,myAction,total_act0,total_act1,total_act2,total_act3,total_act4,total_act5,total_act6,total_act7,total_act8,total_act9
20090916_018,011.raw,swissvale,swissvale,88.451,89.091,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'BRADDOCK'},{u'to.neighborhood': u'swissvale'},0,4,0,0,0,0,0,0,<place>,1,1,4,0,0,0,1,4,0,0,0
20090916_018,012.raw,the next bus,the next bus,94.365,95.075,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'SWISSVALE'},{},0,4,0,0,0,0,0,0,the next bus,0,2,4,0,0,0,2,4,0,0,0
20090916_019,009.raw,mount oliver,mount oliver,51.24,52.01,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'mount oliver'},0,3,0,0,0,0,0,0,mount <place>,1,0,1,0,0,0,0,1,0,0,0
20090916_019,010.raw,yes,yes,55.976,56.416,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'MOUNT OLIVER'},{},1,4,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090916_019,011.raw,station square,station square,59.342,60.202,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.desc': u'station square'},0,4,0,0,0,0,0,0,<uncovered_place>,0,1,2,0,0,0,1,2,0,0,0
20090916_021,002.raw,east pittsburgh,east pittsburgh,20.529,21.279,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'SWISSVALE'},{u'to.neighborhood': u'east pittsburgh'},0,0,0,0,0,0,0,0,east <place>sburgh,1,0,1,0,0,0,0,1,0,0,0
20090916_021,003.raw,eight thirty p m,eight thirty p m,26.687,27.627,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'EAST PITTSBURGH'},{},0,0,0,0,0,0,0,0,<time> thirty p m,0,1,1,0,0,0,1,1,0,0,0
20090916_021,004.raw,when is the previous bus,when is the previous bus,48.885,50.235,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'Leaving at 8 30 p.m.', u'result': u'61A'}",{},1,1,0,0,0,0,0,0,when is the previous bus,3,1,1,0,1,0,1,1,0,1,0
20090916_023,002.raw,east liberty,east liberty,19.623,20.393,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'east liberty'},0,0,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090916_023,003.raw,waterfront,waterfront,25.067,25.767,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'EAST LIBERTY'},{u'to.desc': u'waterfront'},0,0,0,0,0,0,0,0,<place>,1,0,2,0,0,0,0,2,0,0,0
20090916_023,004.raw,next bus,next bus,30.567,31.357,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'WATERFRONT'},{},0,0,0,0,0,0,0,0,next bus,0,1,2,0,0,0,1,2,0,0,0
20090916_024,002.raw,no,no,20.661,21.051,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'FORBES'},{},1,1,0,0,0,0,0,0,no,1,0,1,0,0,0,0,1,0,0,0
20090916_024,003.raw,wall airport,wall airport,23.861,24.641,FALSE,request,->request$query.departure_place,[],{},{},0,1,0,0,0,0,0,0,<uncovered_place> <place>,1,0,2,0,0,0,0,2,0,0,0
20090916_024,004.raw,no,no,28.607,29.307,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'AIRPORT'},{},1,2,0,0,0,0,0,0,no,1,0,3,0,0,0,0,3,0,0,0
20090916_024,006.raw,waterfront,waterfront,35.849,36.749,FALSE,request,->request$query.departure_place,[],{},{u'from.desc': u'waterfront'},1,4,0,0,0,0,0,0,<place>,1,0,4,0,0,0,0,4,0,0,0
20090916_024,007.raw,shaler,squirrel hill,41.233,41.803,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'WATERFRONT'},{u'to.neighborhood': u'squirrel hill'},0,4,0,0,0,0,0,0,<uncovered_place>,1,0,5,0,0,0,0,5,0,0,0
20090916_024,009.raw,squirrel hill,squirrel hill,47.811,48.791,FALSE,request,->request$query.arrival_place,[],{},{u'to.neighborhood': u'squirrel hill'},1,6,0,0,0,0,0,0,<neighborhood>,0,1,5,0,0,0,1,5,0,0,0
20090916_024,010.raw,after eight p m,after eight p m,54.197,55.657,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'SQUIRREL HILL'},{},0,6,0,0,0,0,0,0,after <time>,0,2,5,0,0,0,2,5,0,0,0
20090916_025,002.raw,waterfront,waterfront,18.603,19.253,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},"{u'from.desc': u'waterfront', u'from.monument': u'the waterfront'}",0,0,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090916_025,003.raw,squirrel hill,squirrel hill,23.987,24.757,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'WATERFRONT'},{u'to.neighborhood': u'squirrel hill'},0,0,0,0,0,0,0,0,<neighborhood>,1,0,2,0,0,0,0,2,0,0,0
20090916_025,004.raw,yes,yes,28.601,28.891,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'SQUIRREL HILL'},{},1,1,0,0,0,0,0,0,yes,0,1,2,0,0,0,1,2,0,0,0
20090916_027,002.raw,mckeesport,mckeesport,20.664,21.434,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'HOMESTEAD'},{u'to.neighborhood': u'mckeesport'},0,0,0,0,0,0,0,0,<neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090916_027,003.raw,next wallace,next bus,26.524,27.204,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'MCKEESPORT'},{u'time.rel': u'next'},0,0,0,0,0,0,0,0,next <uncovered_place>ace,0,1,1,0,0,0,1,1,0,0,0
20090916_027,004.raw,next bus,next bus,31.284,32.144,FALSE,request,->request$query.travel_time,[],{},{},0,0,0,0,0,0,0,0,next bus,2,1,1,1,0,0,1,1,1,0,0
20090916_027,006.raw,previous bus,previous bus,51.326,52.266,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'The next bus', u'result': u'61C'}",{},1,1,0,0,0,0,0,0,previous bus,3,1,1,1,1,0,1,1,1,1,0
20090916_028,007.raw,the waterfront,the waterfront,40.417,41.287,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.monument': u'the waterfront'},0,5,0,0,0,0,0,0,the <place>,1,0,1,0,0,0,0,1,0,0,0
20090916_028,008.raw,yes,yes,44.961,45.221,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'THE WATERFRONT'},{},1,6,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090916_028,009.raw,east liberty,east liberty,48.329,49.249,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'east liberty'},0,6,0,0,0,0,0,0,<place>,0,1,2,0,0,0,1,2,0,0,0
20090916_028,010.raw,yes,yes,53.355,53.635,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'EAST LIBERTY'},{},0,6,0,0,0,0,0,0,yes,0,2,2,0,0,0,2,2,0,0,0
20090916_031,002.raw,kennywood park,kennywood park,15.133,16.183,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.monument': u'kennywood park'},0,2,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090916_031,003.raw,mckeesport transportation,mckeesport transportation,20.725,22.585,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'KENNYWOOD PARK'},{u'to.desc': u'mckeesport transportation'},0,2,0,0,0,0,0,0,<neighborhood> transportation,1,0,2,0,0,0,0,2,0,0,0
20090916_031,004.raw,yes,yes,27.317,27.727,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'MCKEESPORT'},{},1,3,0,0,0,0,0,0,yes,0,1,2,0,0,0,1,2,0,0,0
20090916_031,006.raw,next,next,44.395,44.975,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result,[],"{u'query.travel_time.time': u'Leaving at 9 30 p.m.', u'result': u'61C'}",{},1,4,0,0,0,0,0,0,next,3,1,2,0,1,0,1,2,0,1,0
20090916_031,009.raw,next,next,72.171,72.711,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result->request$next_query,[],{u'result': u'61C'},{},1,7,0,0,0,0,0,0,next,3,1,2,0,2,0,1,2,0,2,0
20090916_035,001.raw,yes,yes,17.862,18.192,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'CMU'},{},0,0,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090916_035,003.raw,yes,yes,27.088,27.358,FALSE,ack,->inform$confirm_okay->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},1,1,0,0,0,0,0,0,yes,2,0,1,1,0,0,0,1,1,0,0
20090916_037,007.raw,craig,craig,54.858,55.368,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.desc': u'craig'},0,3,0,1,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090916_037,008.raw,herron,%,59.412,60.002,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'CRAIG'},{},0,3,0,1,0,0,0,0,<place>,1,0,2,0,0,0,0,2,0,0,0
20090916_037,009.raw,yes,%,63.734,64.194,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'CRAIG'},{},0,3,0,1,0,0,0,0,yes,1,0,3,0,0,0,0,3,0,0,0
20090916_037,011.raw,mckeesport,mckeesport,69.77,70.55,FALSE,example,->request$query.arrival_place,[],{},{u'to.neighborhood': u'mckeesport'},1,5,0,1,0,0,0,0,<neighborhood>,0,1,3,0,0,0,1,3,0,0,0
20090916_037,012.raw,yes,yes,74.27,74.68,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'MCKEESPORT'},{},1,6,0,1,0,0,0,0,yes,0,2,3,0,0,0,2,3,0,0,0
20090916_039,002.raw,to north to braddock,to north to braddock,24.891,26.501,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{},0,0,0,0,0,0,0,0,to <place> to <place>,0,1,0,0,0,0,1,0,0,0,0
20090916_039,003.raw,yes,yes,30.263,30.503,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'BRADDOCK'},{},0,0,0,0,0,0,0,0,yes,0,2,0,0,0,0,2,0,0,0,0
20090916_039,005.raw,eleven,eleven,41.123,41.533,FALSE,request,->request$query.travel_time,[],{},{},0,0,0,0,0,0,0,0,<time>,2,2,0,1,0,0,2,0,1,0,0
20090916_040,002.raw,amanda at charles,amanda at charles,20.619,22.079,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.desc': u'amanda at charles'},0,0,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090916_040,003.raw,yes,yes,26.935,27.355,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'AMANDA AT CHARLES'},{},0,0,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090916_040,004.raw,oakland,oakland,31.239,31.859,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'oakland'},0,0,0,0,0,0,0,0,<place>,0,1,2,0,0,0,1,2,0,0,0
20090916_040,005.raw,out in the morning,morning,37.907,39.417,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'OAKLAND'},{},0,0,0,0,0,0,0,0,out in the morning,0,2,2,0,0,0,2,2,0,0,0
20090916_040,006.raw,ten o'clock,ten o'clock,43.949,44.839,FALSE,request,->request$exact_travel_time,[],{},{u'time.hour': 10},0,0,0,0,0,0,0,0,<time> o'clock,2,2,2,1,0,0,2,2,1,0,0
20090917_000,005.raw,yes,yes,27.71,27.99,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'OAKLAND'},{},1,4,0,0,0,0,0,0,yes,0,1,0,0,0,0,1,0,0,0,0
20090917_002,004.raw,eight kennedy hill homestead,eighth % and homestead,24.298,26.638,FALSE,request,->request$query.departure_place,[],{},{},0,3,0,0,0,0,0,0,<time> <uncovered_place> hill <neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090917_002,006.raw,yes,yes,35.754,36.194,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'HOMESTEAD'},{},1,4,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090917_002,007.raw,downtown,downtown,39.51,40.29,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'downtown'},0,4,0,0,0,0,0,0,<neighborhood>,0,1,2,0,0,0,1,2,0,0,0
20090917_002,008.raw,now,now,44.936,45.416,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'DOWNTOWN'},{u'time.rel': u'next'},0,4,0,0,0,0,0,0,now,0,2,2,0,0,0,2,2,0,0,0
20090917_002,009.raw,yes,yes,48.022,48.312,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first,[],{u'query.travel_time.time': u'The next bus'},{},1,5,0,0,0,0,0,0,yes,2,2,2,1,0,0,2,2,1,0,0
20090917_003,002.raw,mckeesport transportation center,mckeesport transportation center,19.605,21.345,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.desc': u'mckeesport transportation center'},0,1,0,0,0,0,0,0,<neighborhood> <place>,1,0,1,0,0,0,0,1,0,0,0
20090917_003,004.raw,yes,yes,30.539,30.849,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'MCKEESPORT TRANSPORTATION CENTER'},{},0,2,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090917_003,006.raw,wal-mart,wal-mart,39.253,40.083,FALSE,request,->request$query.arrival_place,[],{},{u'to.desc': u'walmart'},0,2,0,0,0,0,0,0,<place>,0,1,2,0,0,0,1,2,0,0,0
20090917_005,003.raw,yes,yes,29.339,30.419,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SHADYSIDE'},{},1,2,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090917_005,004.raw,fifth and craig,fifth and craig,34.357,35.307,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.desc': u'fifth and craig'},0,2,0,0,0,0,0,0,<place>,0,1,1,0,0,0,1,1,0,0,0
20090917_005,005.raw,yes,yes,39.495,39.775,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'FIFTH AND CRAIG'},{},1,3,0,0,0,0,0,0,yes,0,2,1,0,0,0,2,1,0,0,0
20090917_005,007.raw,when is the previous bus,when is the previous bus,69.053,70.483,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'The next bus', u'result': u'71C'}",{},1,4,0,0,0,0,0,0,when is the previous bus,3,2,1,0,1,0,2,1,0,1,0
20090917_005,008.raw,when is the next bus,when is the next bus,80.681,81.571,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result,[],{u'result': u'500'},{},1,5,0,0,0,0,0,0,when is the next bus,3,2,1,0,2,0,2,1,0,2,0
20090917_005,009.raw,when is the next bus,when is the next bus,90.001,90.821,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result,[],{u'result': u'71C'},{},1,6,0,0,0,0,0,0,when is the next bus,3,2,1,0,3,0,2,1,0,3,0
20090917_015,007.raw,yes,yes,25.417,25.677,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'MCKEESPORT'},{},1,4,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090917_015,008.raw,downtown,downtown,29.365,30.085,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'downtown'},0,4,0,0,0,0,0,0,<neighborhood>,0,1,1,0,0,0,1,1,0,0,0
20090917_015,009.raw,five seven a m tomorrow morning,seven am tomorrow morning,34.933,36.973,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'DOWNTOWN'},{u'date.day': u'tomorrow'},0,4,0,0,0,0,0,0,<time> <time> tomorrow morning,0,2,1,0,0,0,2,1,0,0,0
20090917_015,010.raw,yes,yes,41.245,41.495,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'Leaving at 7 a.m.'},{},0,4,0,0,0,0,0,0,yes,2,2,1,1,0,0,2,1,1,0,0
20090917_015,011.raw,next bus,next bus,65.107,65.677,FALSE,ack,->inform$confirm_okay->inform$looking_up_database_first->inform$result->request$next_query,[],{u'result': u'58P'},{},1,5,0,0,0,0,0,0,next bus,3,2,1,1,1,0,2,1,1,1,0
20090917_015,012.raw,next bus,next bus,86.621,87.211,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result->request$next_query,[],{u'result': u'56C'},{},1,6,0,0,0,0,0,0,next bus,3,2,1,1,2,0,2,1,1,2,0
20090917_015,013.raw,next bus,next bus,105.117,105.877,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result->request$next_query,[],{u'result': u'58C'},{},1,7,0,0,0,0,0,0,next bus,3,2,1,1,3,0,2,1,1,3,0
20090917_015,014.raw,next bus,next bus,126.035,126.735,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result->request$next_query,[],{u'result': u'58V'},{},1,8,0,0,0,0,0,0,next bus,3,2,1,1,4,0,2,1,1,4,0
20090917_015,015.raw,36b,fifty six c,127.113,128.053,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result,[],{u'result': u'61C'},{},0,8,0,0,0,0,0,0,3<uncovered_route>,3,2,1,1,5,0,2,1,1,5,0
20090917_015,017.raw,thank you,thank you,155.425,155.875,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result->request$next_query,[],{u'result': u'61C'},{},1,10,0,0,0,0,0,0,thank you,3,2,1,1,6,0,2,1,1,6,0
20090917_016,005.raw,no,no,57.407,57.937,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'WIGHTMAN'},{},1,3,0,1,0,0,0,0,no,1,0,1,0,0,0,0,1,0,0,0
20090917_016,008.raw,murray,murray,66.987,67.567,FALSE,request,->request$query.departure_place,[],{},{u'from.desc': u'murray'},1,5,0,1,0,0,0,0,<place>,1,0,2,0,0,0,0,2,0,0,0
20090917_016,009.raw,mckeesport,mckeesport,71.785,72.405,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'MURRAY'},{u'to.neighborhood': u'mckeesport'},0,5,0,1,0,0,0,0,<neighborhood>,1,0,3,0,0,0,0,3,0,0,0
20090917_016,010.raw,next bus,next bus,77.247,77.917,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'MCKEESPORT'},{},0,5,0,1,0,0,0,0,next bus,0,1,3,0,0,0,1,3,0,0,0
20090917_017,001.raw,91a,91a,22.842,23.942,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'DUQUESNE'},{u'route': u'91a'},0,0,0,0,0,0,0,0,<uncovered_route>,1,0,1,0,0,0,0,1,0,0,0
20090917_017,002.raw,no,no,28.066,28.586,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'DUQUESNE'},{},1,1,0,0,0,0,0,0,no,1,0,2,0,0,0,0,2,0,0,0
20090917_017,003.raw,no,no,32.928,33.488,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'GRANT AT SECOND'},{},1,2,0,0,0,0,0,0,no,1,0,3,0,0,0,0,3,0,0,0
20090917_018,004.raw,61a shady,sixty one c,18.845,20.435,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'ELM STREET'},{u'route': u'61c'},0,4,0,1,0,0,0,0,<route> <place>,1,0,1,0,0,0,0,1,0,0,0
20090917_018,005.raw,no,no,23.339,23.809,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SHADY'},{},1,5,0,1,0,0,0,0,no,1,0,2,0,0,0,0,2,0,0,0
20090917_018,011.raw,no,no,46.399,46.809,FALSE,impl-conf,->implicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'OLIVER'},{},0,7,0,1,0,0,0,0,no,0,1,2,0,0,0,1,2,0,0,0
20090917_018,012.raw,now,no,49.525,49.905,FALSE,request,->request$query.travel_time,[],{},{},0,7,0,1,0,0,0,0,now,2,1,2,1,0,0,1,2,1,0,0
20090917_018,013.raw,ross,no,52.277,52.697,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->request$query.departure_place,[],{u'query.travel_time.time': u'The next bus'},{},1,8,0,1,0,0,0,0,<uncovered_place>,1,1,3,1,0,0,1,3,1,0,0
20090917_018,016.raw,no perrysville,no perrysville,64.137,65.147,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SPRING'},{u'from.desc': u'perrysville'},0,9,0,1,0,0,0,0,no <uncovered_place>,1,1,4,1,0,0,1,4,1,0,0
20090917_019,003.raw,alger,alger,22.765,23.325,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'GREENFIELD'},{u'to.desc': u'alger'},0,2,0,1,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090917_019,004.raw,no,no,27.595,28.195,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'ALGER'},{},1,3,0,1,0,0,0,0,no,0,1,1,0,0,0,1,1,0,0,0
20090917_019,005.raw,no,no,30.913,31.413,FALSE,request,->request$query.travel_time,[],{},{},0,3,0,1,0,0,0,0,no,2,1,1,1,0,0,1,1,1,0,0
20090917_019,006.raw,now,no,33.587,33.797,FALSE,request,->request$query.travel_time,[],{},{},1,4,0,1,0,0,0,0,now,2,1,1,2,0,0,1,1,2,0,0
20090917_019,007.raw,braddock,no,36.205,36.755,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->request$query.arrival_place,[],{u'query.travel_time.time': u'The next bus'},{},1,5,0,1,0,0,0,0,<place>,0,2,1,2,0,0,2,1,2,0,0
20090917_019,008.raw,u,no,39.577,40.157,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'BRADDOCK'},{},1,6,0,1,0,0,0,0,u,0,3,1,2,0,0,3,1,2,0,0
20090917_019,009.raw,no,no,43.609,44.279,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'BRADDOCK'},{},1,7,0,1,0,0,0,0,no,0,4,1,2,0,0,4,1,2,0,0
20090917_019,010.raw,homestead hills,homestead,47.297,48.387,FALSE,request,->request$query.arrival_place,[],{},{u'to.neighborhood': u'homestead'},0,7,0,1,0,0,0,0,<neighborhood> hills,0,5,1,2,0,0,5,1,2,0,0
20090917_019,011.raw,yes,yes,52.511,53.071,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'HOMESTEAD'},{},0,7,0,1,0,0,0,0,yes,0,6,1,2,0,0,6,1,2,0,0
20090917_021,003.raw,yes,yes,30.362,30.592,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'HIGHLAND AVENUE AND PENN AVENUE'},{},0,0,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090917_021,005.raw,yes,yes,37.692,37.862,FALSE,ack,->inform$confirm_okay->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},1,2,0,0,0,0,0,0,yes,2,0,1,1,0,0,0,1,1,0,0
20090917_021,006.raw,when is the previous bus,when is the previous bus,47.666,48.976,FALSE,ack,->inform$confirm_okay->inform$looking_up_database_first->inform$result,[],{u'result': u'64A'},{},1,3,0,0,0,0,0,0,when is the previous bus,3,0,1,1,1,0,0,1,1,1,0
20090917_022,002.raw,eighth ann,eighth ann,18.354,19.144,FALSE,request,->request$query.departure_place,[],{},{},0,2,0,0,0,0,0,0,<place> <place>,1,0,1,0,0,0,0,1,0,0,0
20090917_022,003.raw,yes,yes,22.616,23.326,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'EIGHTH'},{},1,3,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090917_022,004.raw,mckeesport,mckeesport,25.082,25.702,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'mckeesport'},1,4,0,0,0,0,0,0,<neighborhood>,0,1,2,0,0,0,1,2,0,0,0
20090917_022,005.raw,yes,yes,27.934,29.904,FALSE,impl-conf,->implicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'MCKEESPORT'},{},1,5,0,0,0,0,0,0,yes,0,2,2,0,0,0,2,2,0,0,0
20090917_022,006.raw,next bus,next bus,32.084,36.084,FALSE,request,->request$query.travel_time,[],{},{},1,6,0,0,0,0,0,0,next bus,2,2,2,1,0,0,2,2,1,0,0
20090917_027,003.raw,west penn hospital,west penn hospital,33.929,35.519,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.monument': u'west penn hospital'},0,0,0,0,0,0,0,0,<place> hospital,1,0,1,0,0,0,0,1,0,0,0
20090917_027,004.raw,yes,yes,39.635,40.035,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'WEST PENN HOSPITAL'},{},0,0,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090917_027,005.raw,south hills junction,south hills junction,44.341,45.641,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.desc': u'south hills junction'},0,0,0,0,0,0,0,0,<place>,0,1,2,0,0,0,1,2,0,0,0
20090917_027,006.raw,yes,yes,49.589,49.949,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'SOUTH HILLS JUNCTION'},{},0,0,0,0,0,0,0,0,yes,0,2,2,0,0,0,2,2,0,0,0
20090917_027,008.raw,next,next bus,85.543,85.893,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'The next bus', u'result': u'54C'}",{},0,0,0,0,0,0,0,0,next,3,2,2,0,1,0,2,2,0,1,0
